"maling_files_link","Måling","N","omraade","valg","parti","prosent","mandat","stemmer","Dato","total_mandat_fylke"
"?cmd=Maling&gallupid=824","Respons / Adressa - 17/6-2010",601,"Trondheim","Kommunestyrevalg","Sp",3.1,2,19,2010-06-17,67
"?cmd=Maling&gallupid=825","Norstat / NRK - 17/6-2010",956,"Hele landet","Stortingsvalg","Sp",5.9,10,56,2010-06-17,169
"?cmd=Maling&gallupid=826","Respons / Adressa - 18/6-2010",601,"Sør-Trøndelag","Fylkestingsvalg","Sp",6.8,3,41,2010-06-18,37
"?cmd=Maling&gallupid=827","Respons / Adressa - 18/6-2010",601,"Nord-Trøndelag","Fylkestingsvalg","Sp",16,6,96,2010-06-18,35
"?cmd=Maling&gallupid=828","Respons / Adressa - 18/6-2010",601,"Møre og Romsdal","Fylkestingsvalg","Sp",7.8,4,47,2010-06-18,47
"?cmd=Maling&gallupid=829","MI / GD - 18/6-2010",600,"Oppland","Stortingsvalg","Sp",10.8,1,65,2010-06-18,6
"?cmd=Maling&gallupid=830","Respons / Aftenp. - 23/6-2010",803,"Oslo","Kommunestyrevalg","Sp",1.3,1,10,2010-06-23,59
"?cmd=Maling&gallupid=831","Opinion / ANB - 24/6-2010",1000,"Hele landet","Stortingsvalg","Sp",4.7,8,47,2010-06-24,169
"?cmd=Maling&gallupid=832","Norstat / VL - 24/6-2010",1000,"Hele landet","Stortingsvalg","Sp",6.2,11,62,2010-06-24,169
"?cmd=Maling&gallupid=833","Respons / Aftenp. - 18/3-2010",800,"Oslo","Kommunestyrevalg","Sp",0.9,0,7,2010-03-18,59
"?cmd=Maling&gallupid=834","Ipsos / Dagbladet - 26/6-2010",914,"Hele landet","Stortingsvalg","Sp",4.5,8,41,2010-06-26,169
"?cmd=Maling&gallupid=835","Sentio / Ap - 29/6-2010",600,"Stavanger","Kommunestyrevalg","Sp",1.1,1,7,2010-06-29,67
"?cmd=Maling&gallupid=836","TNS / BA - 30/6-2010",600,"Bergen","Kommunestyrevalg","Sp",2.3,2,14,2010-06-30,67
"?cmd=Maling&gallupid=837","TNS / TV2 - 1/7-2010",968,"Hele landet","Stortingsvalg","Sp",3.9,1,38,2010-07-01,169
"?cmd=Maling&gallupid=838","TNS / BA - 2/7-2010",600,"Bergen","Stortingsvalg","Sp",2.1,0,13,2010-07-02,0
"?cmd=Maling&gallupid=839","Sentio / SMP - 3/7-2010",1000,"Hele landet","Stortingsvalg","Sp",5.4,9,54,2010-07-03,169
"?cmd=Maling&gallupid=840","TNS / TV2 - 5/7-2010",968,"Hele landet","Kommunestyrevalg","Sp",6.1,1323,59,2010-07-05,11309
"?cmd=Maling&gallupid=841","Sentio / DN - 10/7-2010",1000,"Hele landet","Stortingsvalg","Sp",4.9,9,49,2010-07-10,169
"?cmd=Maling&gallupid=842","Norfakta / Nat. / KK - 12/7-2010",NA,"Hele landet","Stortingsvalg","Sp",5.2,9,NA,2010-07-12,169
"?cmd=Maling&gallupid=843","Norstat / VL - 16/7-2010",1000,"Hele landet","Stortingsvalg","Sp",6.9,12,69,2010-07-16,169
"?cmd=Maling&gallupid=844","Sentio / T-A - 27/3-2010",500,"Nord-Trøndelag","Stortingsvalg","Sp",17.6,1,88,2010-03-27,5
"?cmd=Maling&gallupid=845","Sentio / T-A - 10/7-2010",450,"Steinkjer","Kommunestyrevalg","Sp",23.6,11,106,2010-07-10,47
"?cmd=Maling&gallupid=846","Norstat / NRK - 22/7-2010",644,"Hele landet","Stortingsvalg","Sp",5.8,10,37,2010-07-22,169
"?cmd=Maling&gallupid=847","Sentio / SMP - 29/7-2010",1000,"Hele landet","Stortingsvalg","Sp",5.4,10,54,2010-07-29,169
"?cmd=Maling&gallupid=848","InFact / VG - 5/8-2010",2143,"Hele landet","Stortingsvalg","Sp",5,8,107,2010-08-05,169
"?cmd=Maling&gallupid=849","Norfakta / Nat. / KK - 9/8-2010",1000,"Hele landet","Stortingsvalg","Sp",4.5,7,45,2010-08-09,169
"?cmd=Maling&gallupid=850","TNS / TV2 - 9/8-2010",972,"Hele landet","Stortingsvalg","Sp",4.7,8,46,2010-08-09,169
"?cmd=Maling&gallupid=851","Sentio / DN - 12/8-2010",1000,"Hele landet","Stortingsvalg","Sp",4.8,8,48,2010-08-12,168
"?cmd=Maling&gallupid=852","Respons / BT / NRK - 13/8-2010",601,"Hordaland","Stortingsvalg","Sp",3.9,0,23,2010-08-13,14
"?cmd=Maling&gallupid=853","Opinion / ANB - 19/8-2010",1000,"Hele landet","Stortingsvalg","Sp",5.4,9,54,2010-08-19,169
"?cmd=Maling&gallupid=854","Respons / Aftenp - 20/8-2010",1003,"Hele landet","Stortingsvalg","Sp",6.5,11,65,2010-08-20,169
"?cmd=Maling&gallupid=855","Norstat / NRK - 20/8-2010",636,"Hele landet","Stortingsvalg","Sp",4.3,7,27,2010-08-20,169
"?cmd=Maling&gallupid=856","TNS / BA - 21/11-2009",600,"Bergen","Stortingsvalg","Sp",2.8,0,17,2009-11-21,0
"?cmd=Maling&gallupid=857","TNS / BA - 20/2-2010",600,"Bergen","Stortingsvalg","Sp",1.8,0,11,2010-02-20,0
"?cmd=Maling&gallupid=858","InFact / VG - 24/8-2010",2218,"Hele landet","Stortingsvalg","Sp",4.5,8,100,2010-08-24,169
"?cmd=Maling&gallupid=859","TNS / BA - 27/8-2010",600,"Bergen","Kommunestyrevalg","Sp",1.2,1,7,2010-08-27,67
"?cmd=Maling&gallupid=861","Norfakta / Hordaland - 28/8-2010",600,"Voss","Kommunestyrevalg","Sp",18.2,8,109,2010-08-28,43
"?cmd=Maling&gallupid=862","Norstat / VL - 28/8-2010",1000,"Hele landet","Stortingsvalg","Sp",5,8,50,2010-08-28,169
"?cmd=Maling&gallupid=863","Ipsos / Dagbladet - 30/8-2010",934,"Hele landet","Stortingsvalg","Sp",5.2,9,49,2010-08-30,169
"?cmd=Maling&gallupid=864","TNS / BA - 30/8-2010",600,"Bergen","Stortingsvalg","Sp",1.6,0,10,2010-08-30,0
"?cmd=Maling&gallupid=865","InFact / NRK - 1/9-2010",NA,"Nordland","Kommunestyrevalg","Sp",8.8,0,NA,2010-09-01,0
"?cmd=Maling&gallupid=866","InFact / NRK - 1/9-2010",NA,"Finnmark","Kommunestyrevalg","Sp",3.8,0,NA,2010-09-01,0
"?cmd=Maling&gallupid=867","InFact / NRK - 1/9-2010",1000,"Troms","Kommunestyrevalg","Sp",6.4,0,64,2010-09-01,0
"?cmd=Maling&gallupid=868","TNS / TV2 - 1/9-2010",1063,"Hele landet","Stortingsvalg","Sp",4.5,7,48,2010-09-01,169
"?cmd=Maling&gallupid=869","Respons / AN / A-pressen - 3/9-2010",602,"Nordland","Stortingsvalg","Sp",8.3,1,50,2010-09-03,9
"?cmd=Maling&gallupid=870","Respons / Finnmarken / FD / A-pressen - 3/9-2010",600,"Finnmark","Stortingsvalg","Sp",3.6,0,22,2010-09-03,4
"?cmd=Maling&gallupid=871","Respons / Nordlys / A-pressen - 3/9-2010",601,"Troms","Stortingsvalg","Sp",7.3,0,44,2010-09-03,6
"?cmd=Maling&gallupid=872","Sentio / SMP - 6/9-2010",1000,"Hele landet","Stortingsvalg","Sp",4.9,8,49,2010-09-06,169
"?cmd=Maling&gallupid=873","Sentio / T-A - 7/9-2010",600,"Nord-Trøndelag","Fylkestingsvalg","Sp",18.8,7,113,2010-09-07,35
"?cmd=Maling&gallupid=874","Norfakta / HF - 8/9-2010",500,"Odda","Kommunestyrevalg","Sp",2.9,1,14,2010-09-08,27
"?cmd=Maling&gallupid=875","Norfakta / HF - 10/9-2010",250,"Ullensvang","Kommunestyrevalg","Sp",35.8,7,90,2010-09-10,21
"?cmd=Maling&gallupid=876","InFact / VG - 10/9-2010",2045,"Hele landet","Stortingsvalg","Sp",4.8,9,98,2010-09-10,169
"?cmd=Maling&gallupid=877","Sentio / DN - 10/9-2010",1000,"Hele landet","Stortingsvalg","Sp",4.3,9,43,2010-09-10,169
"?cmd=Maling&gallupid=878","Respons / Adressa - 10/9-2010",602,"Trondheim","Kommunestyrevalg","Sp",3.3,2,20,2010-09-10,67
"?cmd=Maling&gallupid=879","Respons / Fevennen - 10/9-2010",800,"Vest-Agder","Fylkestingsvalg","Sp",3.2,1,26,2010-09-10,35
"?cmd=Maling&gallupid=880","Respons / Fevennen - 10/9-2010",802,"Aust-Agder","Fylkestingsvalg","Sp",4.7,2,38,2010-09-10,35
"?cmd=Maling&gallupid=881","MI / GD - 10/9-2010",600,"Lillehammer","Kommunestyrevalg","Sp",5.9,3,35,2010-09-10,47
"?cmd=Maling&gallupid=882","Norfakta / Sunnhordland - 10/9-2010",250,"Fitjar","Kommunestyrevalg","Sp",10.6,2,26,2010-09-10,17
"?cmd=Maling&gallupid=883","Norfakta / Nat. / KK - 11/9-2010",1000,"Hele landet","Stortingsvalg","Sp",5.3,9,53,2010-09-11,169
"?cmd=Maling&gallupid=884","Respons / Adressa - 11/9-2010",601,"Nord-Trøndelag","Fylkestingsvalg","Sp",16.5,6,99,2010-09-11,35
"?cmd=Maling&gallupid=885","Respons / Adressa - 11/9-2010",600,"Sør-Trøndelag","Fylkestingsvalg","Sp",6.3,2,38,2010-09-11,37
"?cmd=Maling&gallupid=886","Respons / Adressa - 11/9-2010",600,"Møre og Romsdal","Fylkestingsvalg","Sp",6.4,3,38,2010-09-11,47
"?cmd=Maling&gallupid=887","Respons / RB - 11/9-2010",604,"Skedsmo","Kommunestyrevalg","Sp",2.2,1,13,2010-09-11,47
"?cmd=Maling&gallupid=888","Respons / Fevennen - 11/9-2010",800,"Kristiansand","Kommunestyrevalg","Sp",0.7,0,6,2010-09-11,53
"?cmd=Maling&gallupid=889","Respons / SA/HA - 11/9-2010",800,"Rogaland","Fylkestingsvalg","Sp",4.5,2,36,2010-09-11,47
"?cmd=Maling&gallupid=890","Sentio / MA - 13/9-2010",600,"Moss","Kommunestyrevalg","Sp",0,0,0,2010-09-13,39
"?cmd=Maling&gallupid=891","Respons / Aftenbladet - 13/9-2010",601,"Stavanger","Kommunestyrevalg","Sp",0.8,0,5,2010-09-13,67
"?cmd=Maling&gallupid=892","Norfakta / Sunnhordland - 13/9-2010",500,"Stord","Kommunestyrevalg","Sp",4.2,2,21,2010-09-13,35
"?cmd=Maling&gallupid=893","Sentio / FB - 14/9-2010",500,"Fredrikstad","Kommunestyrevalg","Sp",2.5,1,12,2010-09-14,53
"?cmd=Maling&gallupid=894","Norfakta / LLA - 14/9-2010",1000,"Hele landet","Kommunestyrevalg","Sp",5.8,1264,58,2010-09-14,10994
"?cmd=Maling&gallupid=895","Respons / HA - 15/9-2010",603,"Haugesund","Kommunestyrevalg","Sp",1.4,0,8,2010-09-15,49
"?cmd=Maling&gallupid=896","Respons / Aftenp. - 15/9-2010",802,"Oslo","Kommunestyrevalg","Sp",0.8,0,6,2010-09-15,59
"?cmd=Maling&gallupid=897","Norstat / NRK - 15/9-2010",632,"Hele landet","Stortingsvalg","Sp",4.6,8,29,2010-09-15,169
"?cmd=Maling&gallupid=898","Opinion / ANB - 17/9-2010",1000,"Hele landet","Stortingsvalg","Sp",4.7,8,47,2010-09-17,169
"?cmd=Maling&gallupid=899","Respons / Aftenp / BT / Adressa - 17/9-2010",1001,"Hele landet","Stortingsvalg","Sp",6.2,11,62,2010-09-17,169
"?cmd=Maling&gallupid=900","Norfakta / OPP - 17/9-2010",400,"Oppdal","Kommunestyrevalg","Sp",16.8,4,67,2010-09-17,25
"?cmd=Maling&gallupid=901","Norfakta / HF - 17/9-2010",100,"Eidfjord","Kommunestyrevalg","Sp",25,4,25,2010-09-17,17
"?cmd=Maling&gallupid=902","Norfakta / LT - 15/9-2010",500,"Vestvågøy","Kommunestyrevalg","Sp",14.5,5,72,2010-09-15,35
"?cmd=Maling&gallupid=903","Norfakta / LT - 15/9-2010",100,"Moskenes","Kommunestyrevalg","Sp",1.5,0,2,2010-09-15,17
"?cmd=Maling&gallupid=904","Respons / RB - 18/9-2010",604,"Ullensaker","Kommunestyrevalg","Sp",5,2,30,2010-09-18,45
"?cmd=Maling&gallupid=905","Norfakta / Saltenp - 18/9-2010",500,"Fauske","Kommunestyrevalg","Sp",2.3,1,12,2010-09-18,31
"?cmd=Maling&gallupid=906","Norfakta / Andøyp - 21/9-2010",300,"Andøy","Kommunestyrevalg","Sp",11.1,3,33,2010-09-21,23
"?cmd=Maling&gallupid=907","Norfakta / Raumnes - 21/9-2010",500,"Nes (Ak.)","Kommunestyrevalg","Sp",6.9,3,34,2010-09-21,37
"?cmd=Maling&gallupid=908","Norfakta / vol.no - 22/9-2010",200,"Bø (Nordl.)","Kommunestyrevalg","Sp",22.7,5,45,2010-09-22,19
"?cmd=Maling&gallupid=909","Norstat / VL - 23/9-2010",1000,"Hele landet","Stortingsvalg","Sp",5.3,9,53,2010-09-23,169
"?cmd=Maling&gallupid=910","Norfakta / SA / vol.no - 23/9-2010",300,"Sortland","Kommunestyrevalg","Sp",6.3,2,19,2010-09-23,35
"?cmd=Maling&gallupid=911","Norfakta / Kvinnheringen - 23/9-2010",500,"Kvinnherad","Kommunestyrevalg","Sp",5.2,2,26,2010-09-23,35
"?cmd=Maling&gallupid=912","Sentio / HA - 23/9-2010",500,"Halden","Kommunestyrevalg","Sp",3,1,15,2010-09-23,49
"?cmd=Maling&gallupid=913","Respons / RB - 24/9-2010",606,"Eidsvoll","Kommunestyrevalg","Sp",7.1,3,43,2010-09-24,35
"?cmd=Maling&gallupid=914","InFact / Nordlys - 24/9-2010",1024,"Tromsø","Kommunestyrevalg","Sp",2.9,1,30,2010-09-24,43
"?cmd=Maling&gallupid=915","Norfakta / vol.no - 24/9-2010",300,"Øksnes","Kommunestyrevalg","Sp",6.2,1,19,2010-09-24,19
"?cmd=Maling&gallupid=916","Norfakta / KP - 23/9-2010",400,"Klæbu","Kommunestyrevalg","Sp",6.8,2,27,2010-09-23,23
"?cmd=Maling&gallupid=917","Respons / RB - 25/9-2010",601,"Lørenskog","Kommunestyrevalg","Sp",1.3,0,8,2010-09-25,47
"?cmd=Maling&gallupid=918","Norfakta / VA - 25/9-2010",300,"Hadsel","Kommunestyrevalg","Sp",8.3,2,25,2010-09-25,25
"?cmd=Maling&gallupid=919","Respons / BT - 25/9-2010",790,"Sogn og Fjordane","Fylkestingsvalg","Sp",23.4,9,185,2010-09-25,39
"?cmd=Maling&gallupid=920","Respons / BT - 27/9-2010",601,"Hordaland","Fylkestingsvalg","Sp",4.7,3,28,2010-09-27,56
"?cmd=Maling&gallupid=921","Respons / BT - 28/9-2010",601,"Bergen","Kommunestyrevalg","Sp",1.4,1,8,2010-09-28,67
"?cmd=Maling&gallupid=922","Norfakta / BB - 30/9-2010",400,"Bø (Telem.)","Kommunestyrevalg","Sp",10.6,3,42,2010-09-30,25
"?cmd=Maling&gallupid=923","Sentio / SMP - 1/10-2010",1000,"Hele landet","Stortingsvalg","Sp",5.7,11,57,2010-10-01,169
"?cmd=Maling&gallupid=924","Ipsos / Dagbladet - 2/10-2010",947,"Hele landet","Stortingsvalg","Sp",4.2,8,40,2010-10-02,169
"?cmd=Maling&gallupid=925","Sentio / DT - 4/10-2010",500,"Drammen","Kommunestyrevalg","Sp",1.3,0,6,2010-10-04,49
"?cmd=Maling&gallupid=926","Sentio / Ap - 2/10-2010",500,"Hamar","Kommunestyrevalg","Sp",2.7,1,14,2010-10-02,39
"?cmd=Maling&gallupid=927","TNS / TV2 - 4/10-2010",959,"Hele landet","Stortingsvalg","Sp",4.6,8,44,2010-10-04,169
"?cmd=Maling&gallupid=928","Sentio / DT - 7/10-2010",600,"Buskerud","Fylkestingsvalg","Sp",4.5,2,27,2010-10-07,43
"?cmd=Maling&gallupid=929","Norfakta / Ryfylke - 8/10-2010",350,"Sauda","Kommunestyrevalg","Sp",6.9,1,24,2010-10-08,19
"?cmd=Maling&gallupid=930","Norfakta / Nat. / KK - 11/10-2010",1000,"Hele landet","Stortingsvalg","Sp",5.1,9,51,2010-10-11,169
"?cmd=Maling&gallupid=931","Norstat / NRK - 14/10-2010",NA,"Hele landet","Stortingsvalg","Sp",5.1,9,NA,2010-10-14,169
"?cmd=Maling&gallupid=932","Opinion / ANB - 14/10-2010",1000,"Hele landet","Stortingsvalg","Sp",4.3,8,43,2010-10-14,169
"?cmd=Maling&gallupid=933","Respons / Aftenp - 15/10-2010",1001,"Hele landet","Stortingsvalg","Sp",4.9,11,49,2010-10-15,174
"?cmd=Maling&gallupid=934","Sentio / DN - 22/10-2010",1000,"Hele landet","Stortingsvalg","Sp",4.4,8,44,2010-10-22,168
"?cmd=Maling&gallupid=935","TNS / BA - 25/10-2010",600,"Bergen","Kommunestyrevalg","Sp",1.7,1,10,2010-10-25,67
"?cmd=Maling&gallupid=936","InFact / VG - 28/10-2010",2441,"Hele landet","Stortingsvalg","Sp",4.7,8,115,2010-10-28,169
"?cmd=Maling&gallupid=937","Norstat / VL - 29/10-2010",1000,"Hele landet","Stortingsvalg","Sp",4.3,8,43,2010-10-29,169
"?cmd=Maling&gallupid=938","Ipsos / Dagbladet - 30/10-2010",930,"Hele landet","Stortingsvalg","Sp",4.4,8,41,2010-10-30,169
"?cmd=Maling&gallupid=939","TNS / TV2 - 1/11-2010",961,"Hele landet","Stortingsvalg","Sp",5.1,9,49,2010-11-01,169
"?cmd=Maling&gallupid=940","TNS / BA - 2/11-2010",600,"Bergen","Stortingsvalg","Sp",1.6,0,10,2010-11-02,0
"?cmd=Maling&gallupid=941","Sentio / SMP - 5/11-2010",1000,"Hele landet","Stortingsvalg","Sp",4.5,8,45,2010-11-05,169
"?cmd=Maling&gallupid=942","Norfakta / Meråkerp - 30/9-2010",250,"Meråker","Kommunestyrevalg","Sp",9.4,2,24,2010-09-30,22
"?cmd=Maling&gallupid=943","InFact / Agderp - 6/11-2010",1000,"Aust-Agder","Kommunestyrevalg","Sp",6.2,0,62,2010-11-06,0
"?cmd=Maling&gallupid=946","Norfakta / Nat. / KK - 8/11-2010",1000,"Hele landet","Stortingsvalg","Sp",4.8,8,48,2010-11-08,169
"?cmd=Maling&gallupid=947","Sentio / Firdap - 9/11-2010",500,"Flora","Kommunestyrevalg","Sp",3.6,1,18,2010-11-09,35
"?cmd=Maling&gallupid=948","InFact / AV - 9/11-2010",539,"Askøy","Kommunestyrevalg","Sp",0.7,0,4,2010-11-09,35
"?cmd=Maling&gallupid=949","Norstat / NRK - 10/11-2010",958,"Hele landet","Stortingsvalg","Sp",4.8,8,46,2010-11-10,169
"?cmd=Maling&gallupid=950","Respons / Aftenp / BT / Adressa - 12/11-2010",1000,"Hele landet","Stortingsvalg","Sp",5.2,9,52,2010-11-12,169
"?cmd=Maling&gallupid=951","InFact / Agderp - 15/11-2010",1128,"Aust-Agder","Stortingsvalg","Sp",3.2,0,36,2010-11-15,3
"?cmd=Maling&gallupid=952","TNS / TA - 18/11-2010",600,"Telemark","Stortingsvalg","Sp",4.5,0,27,2010-11-18,5
"?cmd=Maling&gallupid=953","TNS / TA - 21/10-2009",NA,"Telemark","Stortingsvalg","Sp",6.3,0,NA,2009-10-21,5
"?cmd=Maling&gallupid=954","Opinion / ANB - 19/11-2010",1000,"Hele landet","Stortingsvalg","Sp",5.2,9,52,2010-11-19,169
"?cmd=Maling&gallupid=955","Sentio / DN - 19/11-2010",1000,"Hele landet","Stortingsvalg","Sp",4.8,8,48,2010-11-19,169
"?cmd=Maling&gallupid=956","InFact / VG - 20/11-2010",2021,"Hele landet","Stortingsvalg","Sp",4.6,8,93,2010-11-20,169
"?cmd=Maling&gallupid=957","Norfakta / Varingen - 24/11-2010",600,"Nittedal","Kommunestyrevalg","Sp",4.3,1,26,2010-11-24,29
"?cmd=Maling&gallupid=958","Norfakta / Sandnesp - 25/11-2010",600,"Sandnes","Kommunestyrevalg","Sp",4,2,24,2010-11-25,49
"?cmd=Maling&gallupid=959","Norstat / VL - 26/11-2010",1000,"Hele landet","Stortingsvalg","Sp",5.7,10,57,2010-11-26,169
"?cmd=Maling&gallupid=960","Ipsos / Dagbladet - 27/11-2010",945,"Hele landet","Stortingsvalg","Sp",4.6,7,43,2010-11-27,169
"?cmd=Maling&gallupid=961","Norfakta / LLA - 29/11-2010",1000,"Hele landet","Kommunestyrevalg","Sp",5.5,1195,55,2010-11-29,10918
"?cmd=Maling&gallupid=962","TNS / TV2 - 2/12-2010",1059,"Hele landet","Stortingsvalg","Sp",4,7,42,2010-12-02,169
"?cmd=Maling&gallupid=963","Sentio / SMP - 6/12-2010",1000,"Hele landet","Stortingsvalg","Sp",5.2,9,52,2010-12-06,169
"?cmd=Maling&gallupid=964","Norstat / NRK - 9/12-2010",NA,"Hele landet","Stortingsvalg","Sp",4.1,7,NA,2010-12-09,169
"?cmd=Maling&gallupid=965","TNS / TV2 - 9/12-2010",1059,"Hele landet","Kommunestyrevalg","Sp",6.5,1384,69,2010-12-09,10918
"?cmd=Maling&gallupid=966","TNS / BA - 11/12-2010",600,"Bergen","Kommunestyrevalg","Sp",1.1,1,7,2010-12-11,67
"?cmd=Maling&gallupid=967","Norfakta / Nat. / KK - 13/12-2010",NA,"Hele landet","Stortingsvalg","Sp",4.2,7,NA,2010-12-13,169
"?cmd=Maling&gallupid=968","Respons / Aftenp - 15/12-2010",1000,"Hele landet","Stortingsvalg","Sp",5.7,10,57,2010-12-15,169
"?cmd=Maling&gallupid=969","Opinion / ANB - 16/12-2010",1000,"Hele landet","Stortingsvalg","Sp",4.3,7,43,2010-12-16,169
"?cmd=Maling&gallupid=970","TNS / HA - 17/12-2010",502,"Hamar","Kommunestyrevalg","Sp",0.3,0,2,2010-12-17,39
"?cmd=Maling&gallupid=971","Respons / Aftenp. - 16/12-2010",800,"Oslo","Kommunestyrevalg","Sp",1.1,0,9,2010-12-16,59
"?cmd=Maling&gallupid=972","TNS / BA - 17/12-2010",600,"Bergen","Stortingsvalg","Sp",1.9,0,11,2010-12-17,0
"?cmd=Maling&gallupid=973","Sentio / DN - 18/12-2010",1000,"Hele landet","Stortingsvalg","Sp",5.9,11,59,2010-12-18,169
"?cmd=Maling&gallupid=974","Ipsos / Dagbladet - 20/12-2010",928,"Hele landet","Stortingsvalg","Sp",5.8,10,54,2010-12-20,169
"?cmd=Maling&gallupid=975","InFact / RB - 22/12-2010",NA,"Molde","Kommunestyrevalg","Sp",3.2,2,NA,2010-12-22,47
"?cmd=Maling&gallupid=976","Norstat / VL - 23/12-2010",1000,"Hele landet","Stortingsvalg","Sp",5.3,9,53,2010-12-23,169
"?cmd=Maling&gallupid=977","InFact / VG - 24/12-2010",2036,"Hele landet","Stortingsvalg","Sp",4.4,8,90,2010-12-24,169
"?cmd=Maling&gallupid=978","Sentio / SMP - 31/12-2010",NA,"Hele landet","Stortingsvalg","Sp",5.4,9,NA,2010-12-31,169
"?cmd=Maling&gallupid=979","Norfakta / Nat. / KK - 10/1-2011",1000,"Hele landet","Stortingsvalg","Sp",4.9,9,49,2011-01-10,169
"?cmd=Maling&gallupid=980","TNS / TV2 - 10/1-2011",972,"Hele landet","Stortingsvalg","Sp",5.6,10,54,2011-01-10,169
"?cmd=Maling&gallupid=981","Norstat / NRK - 13/1-2011",956,"Hele landet","Stortingsvalg","Sp",5.6,10,54,2011-01-13,169
"?cmd=Maling&gallupid=982","Respons / Aftenp - 15/1-2011",1004,"Hele landet","Stortingsvalg","Sp",4.9,9,49,2011-01-15,169
"?cmd=Maling&gallupid=983","Opinion / ANB - 20/1-2011",1000,"Hele landet","Stortingsvalg","Sp",4.9,8,49,2011-01-20,169
"?cmd=Maling&gallupid=984","Sentio / DN - 21/1-2011",1000,"Hele landet","Stortingsvalg","Sp",4.1,7,41,2011-01-21,169
"?cmd=Maling&gallupid=985","InFact / VG - 23/1-2011",2001,"Hele landet","Stortingsvalg","Sp",3.7,1,74,2011-01-23,169
"?cmd=Maling&gallupid=986","InFact / Nordlys - 26/1-2011",511,"Tromsø","Kommunestyrevalg","Sp",1.9,1,10,2011-01-26,43
"?cmd=Maling&gallupid=987","Norstat / VL - 28/1-2011",1000,"Hele landet","Stortingsvalg","Sp",4.8,9,48,2011-01-28,169
"?cmd=Maling&gallupid=988","Ipsos / Dagbladet - 31/1-2011",949,"Hele landet","Stortingsvalg","Sp",5.2,9,49,2011-01-31,169
"?cmd=Maling&gallupid=989","Norfakta / LLA - 1/2-2011",1000,"Hele landet","Kommunestyrevalg","Sp",5.4,1211,54,2011-02-01,10896
"?cmd=Maling&gallupid=990","TNS / TV2 - 2/2-2011",975,"Hele landet","Stortingsvalg","Sp",5.4,9,53,2011-02-02,169
"?cmd=Maling&gallupid=991","Norfakta / Nat. / KK - 5/2-2011",1000,"Hele landet","Stortingsvalg","Sp",4.2,7,42,2011-02-05,169
"?cmd=Maling&gallupid=992","Sentio / SMP - 7/2-2011",1000,"Hele landet","Stortingsvalg","Sp",4.4,7,44,2011-02-07,169
"?cmd=Maling&gallupid=993","Respons / Aftenp. / BT - 7/2-2011",800,"Sogn og Fjordane","Kommunestyrevalg","Sp",20.1,0,161,2011-02-07,0
"?cmd=Maling&gallupid=994","Respons / Aftenp - 7/2-2011",803,"Møre og Romsdal","Kommunestyrevalg","Sp",6.9,0,55,2011-02-07,0
"?cmd=Maling&gallupid=995","Sentio / DN - 11/2-2011",1000,"Hele landet","Stortingsvalg","Sp",5.6,9,56,2011-02-11,169
"?cmd=Maling&gallupid=996","MI / GD - 11/2-2011",600,"Oppland","Kommunestyrevalg","Sp",16.7,0,100,2011-02-11,0
"?cmd=Maling&gallupid=997","MI / GD - 11/2-2011",600,"Oppland","Stortingsvalg","Sp",11.9,1,71,2011-02-11,6
"?cmd=Maling&gallupid=998","TNS / TV2 - 13/2-2011",975,"Hele landet","Kommunestyrevalg","Sp",7.7,1610,75,2011-02-13,10892
"?cmd=Maling&gallupid=999","Respons / Aftenp. / BT - 14/2-2011",1016,"Hele landet","Kommunestyrevalg","Sp",7,1502,71,2011-02-14,10892
"?cmd=Maling&gallupid=1000","Respons / Aftenp. / BT - 14/2-2011",1016,"Hele landet","Stortingsvalg","KrF",6,10,61,2011-02-14,169
"?cmd=Maling&gallupid=1001","Opinion / ANB - 17/2-2011",1000,"Hele landet","Stortingsvalg","KrF",4.9,8,49,2011-02-17,169
"?cmd=Maling&gallupid=1002","Norstat / NRK - 17/2-2011",1000,"Hele landet","Stortingsvalg","KrF",5,8,50,2011-02-17,182
"?cmd=Maling&gallupid=1003","InFact / AN - 19/2-2011",515,"Bodø","Kommunestyrevalg","KrF",3.7,1,19,2011-02-19,39
"?cmd=Maling&gallupid=1004","Respons / BT - 21/2-2011",602,"Bergen","Kommunestyrevalg","KrF",4.3,3,26,2011-02-21,67
"?cmd=Maling&gallupid=1005","Norstat / VL - 24/2-2011",1000,"Hele landet","Stortingsvalg","KrF",4,7,40,2011-02-24,169
"?cmd=Maling&gallupid=1006","Ipsos / Dagbladet - 28/2-2011",949,"Hele landet","Stortingsvalg","KrF",4.8,8,46,2011-02-28,169
"?cmd=Maling&gallupid=1007","InFact / VG - 1/3-2011",2090,"Hele landet","Stortingsvalg","KrF",4,7,84,2011-03-01,169
"?cmd=Maling&gallupid=1008","TNS / TV2 - 2/3-2011",968,"Hele landet","Stortingsvalg","KrF",4.6,8,45,2011-03-02,169
"?cmd=Maling&gallupid=1009","Sentio / SMP - 3/3-2011",1000,"Hele landet","Stortingsvalg","KrF",4.5,8,45,2011-03-03,169
"?cmd=Maling&gallupid=1010","Norfakta / ØP - 4/3-2011",400,"Larvik","Kommunestyrevalg","KrF",6,2,24,2011-03-04,35
"?cmd=Maling&gallupid=1011","Norfakta / Nat. / KK - 7/3-2011",NA,"Hele landet","Stortingsvalg","KrF",4.4,8,NA,2011-03-07,169
